id,status,score,same_subject_score,topic,answer,matched_subject,matched_chapter,matched_section,matched_concept,same_subject_concept,cross_subject_match,missing_terms,question
PRE-04-033,IN_SCOPE,0.443,0.443,정보보안 / 인증,소유 기반 인증,정보보안 이해와 활용,암호 기술,암호 기술,인증방식의 유,인증방식의 유,,"무엇이라, 물리적으로, 방식이다, 분실이나, 위협받을, 조합하는, 확인하는","사용자가 소유한 물리적 매체(OTP 토큰, 스마트카드 등)를 이용한 인증 방식을 무엇이라 하는가?"
PRE-04-034,IN_SCOPE,0.386,0.386,정보보안 / 인증,생체 기반 인증,정보보안 이해와 활용,암호 기술,암호 기술,인증방식의 유,인증방식의 유,,"무엇이라, 방식이다, 분실이나, 불가능하다는, 스마트폰, 유출되면, 확인하는","지문, 홍채, 얼굴 등 사용자 자신의 신체적 특징을 이용해 신원을 확인하는 인증 방식을 무엇이라 하는가?"
PRE-04-035,IN_SCOPE,0.460,0.460,정보보안 / 인증,MFA,정보보안 이해와 활용,암호 기술,암호 기술,인증방식의 유,인증방식의 유,,"무엇이라, 방식이다, 방어막이, 사용하는, 조합하는",단일 인증 방식의 취약점을 보완하기 위해 지식·소유·생체 인증 중 두 가지 이상을 조합하는 인증 방식을 영어로 무엇이라 하는가?
PRE-04-036,IN_SCOPE,0.370,0.370,정보보안 / 인증,OTP,정보보안 이해와 활용,암호 기술,암호 기술,인증기술의 종류,인증기술의 종류,,"replay, 달라지는, 무효화되므로, 방식으로, 방식이다, 사용되면, 사용하는, 생성되는, 인증하는, 패스워드가, 패스워드로",매번 달라지는 일회용 패스워드를 생성해 인증에 사용하는 방식의 약자는 무엇인가?
PRE-04-037,IN_SCOPE,0.353,0.353,정보보안 / 인증,FIDO,정보보안 이해와 활용,암호 기술,암호 기술,인증기술의 종류,인증기술의 종류,,"fido2, passwordless, 개인정보, 공개키만, 방식으로, 생체인증과, 서버에는, 지원한다, 처리하고, 최소화한다, 표준으로, 표준이다, 표준화된, 프레임워크의","생체인증을 인터넷에서 안전하게 사용하기 위한 국제 표준으로, 로컬 생체인증과 서버 공개키 기반을 결합한 인증 표준 프레임워크의 약자는 무엇인가?"
PRE-04-038,IN_SCOPE,0.274,0.274,정보보안 / 인증,무차별 공격,정보보안 이해와 활용,보안관리 & 표준,정보보호 표준 및 관련 체계,네트워크 공격의 유형과 대응,네트워크 공격의 유형과 대응,,"attack, brute, force, 공격이다, 권고된다, 단순할수록, 무엇이라, 방어하기, 순서대로, 시도하는, 요구사항, 패스워드, 패스워드가","패스워드 공격 방법 중, 가능한 모든 문자 조합을 하나씩 시도하는 공격 기법을 무엇이라 하는가?"
PRE-04-039,IN_SCOPE,0.247,0.247,정보보안 / 전자서명,개인키,정보보안 이해와 활용,정보보안 기초,정보보안의 기본 용어,전자서명,전자서명,,"개인키는, 개인키로, 검증자는, 달성된다, 만들었다는, 보유하므로, 부인방지와, 사용하는, 생성하고, 서명자가, 서명자만, 서명자의, 전자서명에서는, 전자서명을, 확인한다","전자서명을 생성(서명)할 때 사용하는 키는 서명자의 (ㄱ)이고, 서명을 검증할 때 사용하는 키는 서명자의 (ㄴ)이다. (ㄱ)은 무엇인가?"
PRE-04-040,IN_SCOPE,0.336,0.336,정보보안 / 전자서명,공개키,정보보안 이해와 활용,정보보안 기초,정보보안의 기본 용어,전자서명,전자서명,,"공개키는, 공개키를, 메시지의, 방법으로, 배포된다, 복호화된, 사용하는, 서명자의, 수행되므로, 유효성을, 유효하다고, 일치하면, 전자서명에서, 판단한다, 해시값과, 해시값이",전자서명에서 서명을 검증할 때 사용하는 키는 서명자의 무엇인가?
PRE-04-041,IN_SCOPE,0.219,0.219,정보보안 / 전자서명,무결성,정보보안 이해와 활용,정보보안 기초,정보보안의 기본 용어,전자서명,전자서명,,"도구이다, 메시지가, 메시지의, 무결성을, 변경되면, 변조되지, 보장하는, 보장한다, 부인방지를, 실패한다, 않았음을, 전자서명이, 제공하는, 조금이라도, 포함하므로, 해시값을, 해시값이","전자서명이 제공하는 보안 속성 중, 메시지가 서명 이후 변조되지 않았음을 보장하는 속성은 무엇인가?"
PRE-04-042,IN_SCOPE,0.193,0.193,정보보안 / PKI,PKI,정보보안 이해와 활용,암호 기술,암호 기술,비밀키 암호와 공개키 암호 알고리즘,비밀키 암호와 공개키 암호 알고리즘,,"https, infrastructure, public, 공개키와, 공인인증서, 관리하는, 구성된다, 구성하는, 담당하는, 등록기관, 서비스의, 인증기관, 인증서로, 인프라로, 전자서명, 제공한다, 체계이다","공개키 암호 기반의 신뢰 체계를 구성하는 인프라로, 공개키와 사용자 신원의 연결을 인증서로 관리하는 체계의 약자는 무엇인가?"
PRE-04-043,IN_SCOPE,0.175,0.175,정보보안 / PKI,공개키 인증서,정보보안 이해와 활용,암호 기술,암호 기술,비밀키 암호와 공개키 암호 알고리즘,비밀키 암호와 공개키 암호 알고리즘,,"certificate, public, x.509, 결합하여, 공개키를, 공개키와, 공개키의, 무엇이라, 문서이다, 보증하는, 사용자의, 서명으로, 소유자를, 수신자는, 인증기관, 인증서를, 전자서명으로",PKI에서 공개키와 사용자 신원 정보를 결합하여 디지털 서명으로 보증하는 전자 문서를 무엇이라 하는가?
PRE-04-044,IN_SCOPE,0.159,0.159,정보보안 / PKI,CA,정보보안 이해와 활용,암호 기술,암호 기술,비밀키 암호와 공개키 암호 알고리즘,비밀키 암호와 공개키 암호 알고리즘,,"authority, certificate, root, 구성된다, 기관이다, 담당하며, 발급하고, 보증하는, 소유자의, 유효성을, 인증기관, 인증서를, 인증서의","PKI에서 인증서 발급, 갱신, 폐지 등을 담당하며 인증서의 신뢰를 보증하는 기관의 약자는 무엇인가?"
PRE-04-045,IN_SCOPE,0.361,0.361,정보보안 / 전자서명,전자서명,정보보안 이해와 활용,정보보안 기초,정보보안의 기본 용어,전자서명,전자서명,,"개인키로, 검증하는, 검증하여, 기술이다, 부인방지를, 부인하지, 사용된다, 생성하고, 서명자가, 서명하고, 제공하는, 확인하고","개인키로 문서에 서명하고 공개키로 이를 검증하여 송신자 확인, 무결성, 부인방지를 제공하는 기술은 무엇인가?"
PRE-04-046,IN_SCOPE,0.403,0.403,정보보안 / 인증,공인인증서 인증,정보보안 이해와 활용,암호 기술,암호 기술,인증기술의 종류,인증기술의 종류,,"공개키와, 공개키의, 방식으로, 사용자의, 신뢰성을, 이용하는, 인증기관이, 증명서를, 확인하여, 확인한다",사용자의 공개키와 신원 정보를 인증기관이 확인하여 발급한 전자적 증명서를 이용하는 인증 방식은 무엇인가?
PRE-04-047,IN_SCOPE,0.195,0.195,정보보안 / 네트워크 보안,VPN,정보보안 이해와 활용,네트워크 보안,네트워크 보안의 개요,통신 프로토콜 계층과 보안,통신 프로토콜 계층과 보안,,"network, private, virtual, 가능하게, 기술이다, 네트워크처럼, 대표적이다, 생성하여, 암호화된, 인터넷을, 재택근무, 활용된다",인터넷 상에서 두 호스트 간 암호화된 가상의 전용 터널을 생성해 안전한 통신을 가능하게 하는 기술의 약자는 무엇인가?
PRE-04-048,IN_SCOPE,0.182,0.182,정보보안 / 네트워크 보안,HTTPS,정보보안 이해와 활용,네트워크 보안,네트워크 보안의 개요,통신 프로토콜 계층과 보안,통신 프로토콜 계층과 보안,,"443번이다, http, https, 기밀성과, 데이터를, 데이터의, 무엇이라, 보장하며, 서비스에, 암호화한, 인증서로, 통신에서, 프로토콜로, 프로토콜을, 필수적이다, 확인한다",웹 통신에서 SSL/TLS 프로토콜을 적용해 데이터를 암호화한 HTTP를 무엇이라 하는가?
PRE-04-049,IN_SCOPE,0.347,0.347,정보보안 / 네트워크 보안,TLS,정보보안 이해와 활용,네트워크 보안,네트워크 보안의 개요,통신 프로토콜 계층과 보안,통신 프로토콜 계층과 보안,,"sockets, 교환하고, 대칭키로, 데이터를, 버전이다, 버전이며, 사용되는, 암호화한다, 취약점을, 클라이언트와, 표준이다, 프로토콜로, 프로토콜의, 핸드셰이크를","클라이언트와 서버 간 암호화 통신을 위해 사용되는 프로토콜로, SSL의 후속 버전이며 현재 인터넷 표준 보안 프로토콜의 약자는 무엇인가?"
PRE-04-050,IN_SCOPE,0.160,0.160,정보보안 / 네트워크 보안,스니핑,정보보안 이해와 활용,네트워크 보안,네트워크 보안의 개요,통신 프로토콜 계층과 보안,통신 프로토콜 계층과 보안,,"https, sniffing, 가로채어, 공격이다, 노출된다, 데이터가, 도청하거나, 무단으로, 무엇이라, 방법으로는, 분석하는, 암호화되지, 중간에서, 통신에서는",네트워크 패킷을 중간에서 가로채어 도청하거나 내용을 분석하는 공격을 무엇이라 하는가?
PRE-04-051,IN_SCOPE,0.168,0.168,정보보안 / 네트워크 보안,중간자 공격,정보보안 이해와 활용,보안관리 & 표준,정보보호 표준 및 관련 체계,네트워크 공격의 유형과 대응,네트워크 공격의 유형과 대응,,"https, man-in-the-middle, mitm, wi-fi, 가로채거나, 검증함으로써, 공격이다, 공격자가, 끼어들어, 도청하거나, 메시지를, 무엇이라, 변조하는, 송신자와, 위치하여, 위험하다, 인증서를, 통신하는",공격자가 통신하는 두 당사자 사이에 끼어들어 메시지를 가로채거나 변조하는 공격을 무엇이라 하는가?
PRE-04-052,IN_SCOPE,0.249,0.249,정보보안 / 네트워크 보안,IPsec,정보보안 이해와 활용,네트워크 보안,네트워크 보안의 개요,통신 프로토콜 계층과 보안,통신 프로토콜 계층과 보안,,"internet, protocol, 계층에서, 구성되며, 사용되는, 사용된다, 암호화하고, 인증하는, 지원한다, 집합이다, 페이로드, 프로토콜로","네트워크 계층에서 IP 패킷을 암호화하고 인증하는 프로토콜로, VPN 구현에 많이 사용되는 것의 약자는 무엇인가?"
PRE-04-053,IN_SCOPE,0.267,0.267,정보보안 / 접근통제,식별,정보보안 이해와 활용,암호 기술,암호 기술,접근통제 개요,접근통제 개요,,"authentication, authorization, identification, 검증하고, 결정한다, 기억해야, 누구인지, 단계이다, 무엇이라, 사용자가, 시스템에, 접근통제의, 주장하는","접근통제의 3단계 절차 중, 사용자가 자신이 누구인지 시스템에 주장하는 첫 번째 단계를 무엇이라 하는가?"
PRE-04-054,IN_SCOPE,0.418,0.418,정보보안 / 접근통제,MAC,정보보안 이해와 활용,암호 기술,암호 기술,접근통제 정책의 종류,접근통제 정책의 종류,,"사용된다, 사용자에게, 소유자도, 시스템이, 요구되는, 정책이다, 제한하는, 환경에서, 환경처럼","접근통제 정책 중, 군사 환경처럼 시스템이 주체에게 보안 등급을 부여하고 그 등급에 따라 접근을 강제로 결정하는 정책의 약자는 무엇인가?"
PRE-04-055,IN_SCOPE,0.443,0.443,정보보안 / 접근통제,DAC,정보보안 이해와 활용,데이터베이스 보안,데이터베이스 접근통제,데이터베이스 접근통제 정책,데이터베이스 접근통제 정책,,"리눅스의, 부여하거나, 부여하는, 소유자의, 유연하지만, 재량으로, 정책이다, 취약해질","접근통제 정책 중, 객체(파일·데이터)의 소유자가 다른 사용자에게 직접 접근 권한을 부여하거나 취소할 수 있는 정책의 약자는 무엇인가?"
PRE-04-056,IN_SCOPE,0.471,0.471,정보보안 / 접근통제,RBAC,정보보안 이해와 활용,데이터베이스 보안,데이터베이스 접근통제,데이터베이스 접근통제 정책,데이터베이스 접근통제 정책,,"관리자가, 관리하는, 사용자가, 연결하므로, 적합하다, 정의하고, 정책이다, 조직에서, 효율적이다","접근통제 정책 중, 관리자가 사전에 역할(Role)을 정의하고 사용자에게 역할을 할당해 접근 권한을 관리하는 정책의 약자는 무엇인가?"
PRE-04-057,IN_SCOPE,0.558,0.558,정보보안 / 접근통제,Bell-LaPadula 모델,정보보안 이해와 활용,암호 기술,암호 기술,접근통제 모델,접근통제 모델,,"국방성이, 등급에서, 등급으로, 모델이다, 방지한다, 원칙으로, 유출되는, 지원하여","접근통제 모델 중, '기밀성' 보장을 목표로 하며 '위로 읽기 금지(No Read Up), 아래로 쓰기 금지(No Write Down)'를 원칙으로 하는 모델은 무엇인가?"
PRE-04-058,IN_SCOPE,0.588,0.588,정보보안 / 접근통제,Biba 모델,정보보안 이해와 활용,암호 기술,암호 기술,접근통제 모델,접근통제 모델,,"기밀성이, 모델이다, 보장하기, 원칙으로, 정확성을","접근통제 모델 중, Bell-LaPadula 모델의 약점인 무결성 보장을 위해 설계된 모델로 '아래로 읽기 금지(No Read Down), 위로 쓰기 금지(No Write Up)'를 원칙으로 하는 것은 무엇인가?"
PRE-04-059,IN_SCOPE,0.608,0.608,정보보안 / 접근통제,ACL,정보보안 이해와 활용,암호 기술,암호 기술,접근통제 메커니즘,접근통제 메커니즘,,"column, 가지는지를, 네트워크, 리스트를, 메커니즘이다, 목록으로, 무엇이라, 자원별로, 해당한다","접근통제 메커니즘 중, 객체(파일·자원)를 기준으로 접근 가능한 주체 목록과 권한을 나열한 리스트를 무엇이라 하는가?"
PRE-04-060,IN_SCOPE,0.445,0.445,정보보안 / 접근통제,Brewer-Nash 모델,정보보안 이해와 활용,암호 기술,암호 기술,접근통제 모델,접근통제 모델,,"model, 모델이다, 무엇이라, 방지하고, 방지하는, 업계처럼, 이름으로, 적용된다, 접근하는, 지원하는, 차단한다, 환경에서","접근통제 모델 중, 기업 환경에서 이해 충돌을 방지하고 직무 분리 원칙을 반영한 접근통제 모델을 만리장성 모델(Chinese Wall Model)의 다른 이름으로 무엇이라 하는가?"
PRE-04-061,IN_SCOPE,0.374,0.374,정보보안 / 암호 기술 개요,암호화 키와 복호화 키의 동일 여부,정보보안 이해와 활용,암호 기술,암호 기술,비밀키 암호와 공개키 암호 알고리즘,비밀키 암호와 공개키 암호 알고리즘,,"공개키는, 구분하는, 기준이다, 대칭키는, 복호화에, 사용하고, 사용한다, 암호화와, 유리하다, 전자서명에, 프로토콜의","암호 프로토콜의 분류 중, '암호화 기술'의 하위 두 방식인 대칭키 암호와 공개키 암호를 구분하는 기준은 무엇인가?"
PRE-04-062,IN_SCOPE,0.204,0.204,정보보안 / 해시,해시 함수,정보보안 이해와 활용,암호 기술,암호 기술,해쉬,해쉬,,"관계없이, 데이터를, 데이터의, 바뀌어도, 변환하여, 사용된다, 사용하는, 생성한다, 해시값을",임의 길이의 데이터를 고정 길이의 값으로 변환하여 무결성 검증에 사용하는 일방향 함수는 무엇인가?
PRE-04-063,IN_SCOPE,0.206,0.206,정보보안 / 해시,해시,정보보안 이해와 활용,암호 기술,암호 기술,해쉬,해쉬,,"가지므로, 나오지만, 데이터를, 되돌리기, 복원하기, 비밀번호, 어렵다는, 일방향성을, 입력에는, 저장이나, 해시값만으로, 해시값에서, 활용된다","같은 입력에는 항상 같은 결과가 나오지만, 해시값만으로 원래 입력을 되돌리기 어렵다는 특징을 가진 암호 기술은 무엇인가?"
PRE-04-064,IN_SCOPE,0.235,0.235,정보보안 / 인증,인증기관(CA),정보보안 이해와 활용,암호 기술,암호 기술,인증기술의 종류,인증기술의 종류,,"authority, certificate, 개인키로, 검증한다, 공개키로, 공개키와, 공인인증서는, 공인인증서를, 기반에서, 방식에서, 보증한다, 사용자는, 사용자의, 상대방은, 서명하고, 신뢰성을, 어디인가, 인증기관","PKI 기반의 공인인증서를 이용한 인증 방식에서, 인증서를 발급한 기관은 어디인가?"
PRE-04-065,IN_SCOPE,0.215,0.215,정보보안 / 대칭키 암호,CBC,정보보안 이해와 활용,암호 기술,암호 기술,비밀키 암호와 공개키 암호 알고리즘,비밀키 암호와 공개키 암호 알고리즘,,"chaining, 모드이다, 무엇이라, 블록에는, 사용한다, 생성된다, 암호문이, 암호화하기, 암호화하여, 연산하여, 의존성을, 평문이라도","블록 암호의 운영 모드 중, 각 블록을 이전 암호문 블록과 XOR한 후 암호화하여 블록 간 의존성을 높이는 모드를 무엇이라 하는가?"
PRE-04-066,IN_SCOPE,0.256,0.256,정보보안 / 비대칭키 암호,수신자(개인키 소유자),정보보안 이해와 활용,암호 기술,암호 기술,비밀키 암호와 공개키 암호 알고리즘,비밀키 암호와 공개키 암호 알고리즘,,"가능하게, 개인키는, 개인키로만, 공개키로, 메시지는, 방식에서, 보유하므로, 복호화할, 송신자가, 수신자만, 수신자의, 암호에서, 암호화된, 암호화한",공개키 암호에서 송신자가 수신자의 공개키로 암호화한 메시지는 오직 누가 복호화할 수 있는가?
PRE-04-067,IN_SCOPE,0.232,0.232,정보보안 / 정보보안 개요,관리적 보안,정보보안 이해와 활용,애플리케이션 & 시큐어 코딩,시큐어 코딩 주요내용,시큐어 개발 생명주기,시큐어 개발 생명주기,,"cctv, 무엇이라, 보안으로, 보장하기, 분류된다, 체계에서, 포함하며, 포함한다","정보보안 관리 체계에서 보안을 보장하기 위한 수단을 크게 세 가지로 분류할 때, 규정·지침·정책 등을 다루는 분류를 무엇이라 하는가?"
PRE-04-068,IN_SCOPE,0.277,0.277,정보보안 / 정보보안 개요,부인방지,정보보안 이해와 활용,정보보안 기초,정보보안의 기본 용어,부인방지(Non-Repudiation),부인방지(Non-Repudiation),,"구현된다, 기술적으로, 못하도록, 보냈는데, 보장하는, 부인방지가, 부인하지, 속성이다, 시나리오, 요구사항이다, 이메일로, 이메일을, 자신에게, 전자계약, 전자서명, 주장했다, 차단하기, 타임스탬프","시나리오: 회사 직원 A는 퇴근 전 중요 파일을 이메일로 자신에게 보냈는데, 나중에 '나는 그 이메일을 보낸 적 없다'고 주장했다. 이 주장을 기술적으로 차단하기 위해 필요한 보안 속성은 무엇인가?"
PRE-04-069,IN_SCOPE,0.389,0.142,정보보안 / 네트워크 보안,스푸핑,시스템 아키텍처 이해와 활용,데이터 링크 계층,데이터 링크계층 구성,IP 주소와 MAC 주소 변환 프로토콜,통신 프로토콜 계층과 보안,03,"spoofing, 공격이다, 공격자가, 네트워크에서, 모니터링, 무엇이라, 방어하기, 사용된다, 시스템인, 신뢰받는, 위장하는, 위조하여, 정상적인, 통신하는",네트워크에서 공격자가 정상적인 MAC 주소나 IP 주소를 위조하여 다른 시스템인 척 통신하는 공격을 무엇이라 하는가?
PRE-04-070,IN_SCOPE,0.191,0.140,정보보안 / 정보보안 개요,DMZ,시스템 아키텍처 이해와 활용,클라우드 & 가상화,정보시스템의 최신기술 및 동향,HA(High Availability) 구성 유형,유닉스 계열 시스템 보안 개요,03,"demilitarized, zone, 공개해야, 구역이다, 네트워크, 네트워크를, 네트워크와, 노출하지, 무엇이라, 방화벽을, 배치하는, 배치하여, 보호한다, 분리한다, 비무장지대, 설치되는, 외부에서, 위치하는","내부 네트워크와 외부 네트워크 사이에 위치하는 보안 완충 지역으로, 외부에서 접근 가능한 서버(웹·메일 등)를 배치하는 구역을 무엇이라 하는가?"
PRE-04-071,IN_SCOPE,0.368,0.368,정보보안 / 해시,일방향 암호화,정보보안 이해와 활용,데이터베이스 보안,데이터베이스 암호화,데이터베이스 암호화 대상 및 방식,데이터베이스 암호화 대상 및 방식,,"되돌리기, 방식이다, 복호화가, 사용하는, 암호화가, 암호화는, 암호화보다, 원본으로, 저장에는, 적합하다, 해쉬처럼","비밀번호처럼 원래 값을 다시 복원할 필요가 없는 정보를 저장할 때 사용하는, 해쉬 기반의 되돌릴 수 없는 암호화 방식은 무엇인가?"
PRE-04-072,IN_SCOPE,0.358,0.358,정보보안 / 인증,이중 인증(2FA),정보보안 이해와 활용,암호 기술,암호 기술,인증방식의 유,인증방식의 유,,"two-factor, 무엇이라, 방식이다, 사용하는, 스마트폰으로, 시나리오, 요구하는, 입력해야, 타협되더라도","시나리오: 사용자 C는 사이트 로그인 시 비밀번호 외에 스마트폰으로 전송된 6자리 번호도 입력해야 했다. 이 인증 방식은 두 가지 요소(지식+소유)를 결합한 것으로, 이를 무엇이라 하는가?"
PRE-04-073,IN_SCOPE,0.220,0.220,정보보안 / 대칭키 암호,Feistel 구조,정보보안 이해와 활용,암호 기술,암호 기술,비밀키 암호와 공개키 암호 알고리즘,비밀키 암호와 공개키 암호 알고리즘,,"blowfish, 라운드에, 무엇이라, 반쪽으로, 방식이다, 사용한다, 암호화와, 연산하는, 유사하여, 치환하는, 효율적이다","블록 암호의 설계 구조로, 평문을 두 반쪽으로 나눠 여러 라운드에 걸쳐 교차 연산하는 구조를 무엇이라 하는가? (DES, SEED 등이 이 구조를 사용함)"
PRE-04-074,IN_SCOPE,0.242,0.242,정보보안 / PKI,X.509,정보보안 이해와 활용,정보보안 기초,정보보안의 기본 용어,전자서명,전자서명,,"https, itu-t, mime, x.509, 사용된다, 알고리즘, 유효기간, 인증서에는, 인증서의, 일련번호, 포함된다, 포함하는, 표준이다, 형식으로","디지털 인증서의 국제 표준 형식으로, 공개키·소유자 정보·CA 서명 등을 포함하는 표준의 버전은 무엇인가?"
PRE-04-075,IN_SCOPE,0.322,0.322,정보보안 / 비대칭키 암호,하이브리드 암호화,정보보안 이해와 활용,암호 기술,암호 기술,비밀키 암호와 공개키 암호 알고리즘,비밀키 암호와 공개키 암호 알고리즘,,"encryption, hybrid, 공개키로, 대부분이, 대칭키를, 데이터를, 무엇이라, 방식이다, 상대방의, 시나리오, 암호화하고, 암호화하는, 암호화하여, 전송했다, 조합하는, 채택한다, 프로토콜의, 하이브리드","시나리오: 회사 D는 대칭키 암호(AES)로 파일을 암호화하고, 그 AES 키를 상대방의 공개키로 암호화하여 함께 전송했다. 이처럼 두 가지 암호 방식의 장점을 조합하는 기법을 무엇이라 하는가?"
PRE-04-076,IN_SCOPE,0.305,0.305,정보보안 / 웹 보안,XSS (Cross-Site Scripting),정보보안 이해와 활용,애플리케이션 & 시큐어 코딩,시큐어 코딩 주요기법,JAVA 시큐어 코딩 주요기법,JAVA 시큐어 코딩 주요기법,,"공격이다, 대응책으로는, 리다이렉션, 무엇이라, 브라우저에서, 사용자의, 삽입하고, 삽입하여, 스크립트를, 실행되도록, 악용된다, 입력값의, 치환하는, 페이지를, 페이지에","웹 게시판에 악성 스크립트를 삽입하여, 그 글을 읽는 다른 사용자의 브라우저에서 스크립트가 실행되도록 하는 공격 기법을 무엇이라 하는가?"
PRE-04-077,IN_SCOPE,0.221,0.221,정보보안 / 웹 보안,크로스 사이트 스크립팅,정보보안 이해와 활용,애플리케이션 & 시큐어 코딩,시큐어 코딩 주요기법,JAVA 시큐어 코딩 주요기법,JAVA 시큐어 코딩 주요기법,,"방식이다, 사용자를, 사이트에, 삽입하여, 스크립트를, 스크립팅, 이라고도, 표기한다, 한국어로",XSS의 약자를 한국어로 풀어 쓰시오.
PRE-04-078,IN_SCOPE,0.357,0.204,정보보안 / 웹 보안,SQL 인젝션 (SQL Injection),데이터 이해와 활용,SQL & 데이터베이스 구축,임베디드 SQL,임베디드 SQL의 정의,JAVA 시큐어 코딩 주요기법,02,"injection, 검증하지, 공격이다, 공격자는, 기법으로는, 데이터를, 무엇이라, 삽입하여, 우회하거나, 인젝션은, 탈취하는",웹 입력 폼에 'OR 1=1--' 같은 SQL 구문을 삽입하여 데이터베이스 인증을 우회하거나 데이터를 탈취하는 공격을 무엇이라 하는가?
PRE-04-079,IN_SCOPE,0.330,0.330,정보보안 / 시큐어 코딩,SQL 삽입(SQL Injection),정보보안 이해와 활용,애플리케이션 & 시큐어 코딩,시큐어 코딩 주요기법,JAVA 시큐어 코딩 주요기법,JAVA 시큐어 코딩 주요기법,,"injection, 검증으로, 공격이다, 대응한다, 애플리케이션에서, 열람하거나, 조작하는",웹 입력값에 데이터베이스 명령어를 삽입해 DB 정보를 열람하거나 조작하는 공격은 무엇인가?
PRE-04-080,IN_SCOPE,0.166,0.166,정보보안 / 웹 보안,사이트 간 요청 위조,정보보안 이해와 활용,암호 기술,암호 기술,파밍(Pharming),파밍(Pharming),,"cross-site, csrf, forgery, request, 검증하는, 공격자가, 방식이다, 요청마다, 위조하여, 일반적이다, 저장하고, 전송하는, 피해자의, 한국어로",CSRF의 약자를 한국어로 풀어 쓰시오.
PRE-04-081,IN_SCOPE,0.159,0.159,정보보안 / 웹 보안,WAF (Web Application Firewall),정보보안 이해와 활용,애플리케이션 & 시큐어 코딩,시큐어 코딩 주요내용,시큐어 개발 생명주기,시큐어 개발 생명주기,,"application, firewall, http, https, owasp, 검사하고, 구분된다, 무엇이라, 방화벽으로, 방화벽이, 배치하여, 분석하여, 소프트웨어형으로, 솔루션이다, 어플라이언스형, 전문으로, 차단하는, 클라우드형","웹 애플리케이션 앞단에 배치하여 HTTP/HTTPS 트래픽을 검사하고, SQL 인젝션·XSS 등 웹 공격을 탐지·차단하는 보안 장비를 무엇이라 하는가?"
PRE-04-082,IN_SCOPE,0.173,0.173,정보보안 / 웹 보안,경로 조작 (Path Traversal),정보보안 이해와 활용,애플리케이션 & 시큐어 코딩,시큐어 코딩 주요기법,JAVA 시큐어 코딩 주요기법,JAVA 시큐어 코딩 주요기법,,"passwd, 검증하는, 공격이다, 대응책은, 디렉터리, 디렉터리에, 무엇이라, 발생한다, 삽입하여, 이용하여, 접근하는, 제거하거나, 트래버설, 허가되지",공격자가 '../../../etc/passwd'와 같이 상대 경로 문자를 이용하여 웹 서버의 허가되지 않은 상위 디렉터리에 접근하는 공격 기법을 무엇이라 하는가?
PRE-04-083,IN_SCOPE,0.164,0.164,정보보안 / OWASP,Open Web Application Security Project,정보보안 이해와 활용,애플리케이션 & 시큐어 코딩,시큐어 코딩 주요내용,시큐어 개발 생명주기,시큐어 개발 생명주기,,"10가지를, application, open, owasp, project, security, 가이드라인을, 반영한다, 발표한다, 세계적으로, 수년마다, 업데이트되어, 오픈소스, 제공하는, 주기적으로, 참고자료로, 프로젝트다, 활용된다","OWASP는 웹 애플리케이션 보안을 위한 비영리 단체로, 주기적으로 웹 취약점 상위 목록을 발표한다. OWASP의 약자를 풀어 쓰시오."
PRE-04-084,IN_SCOPE,0.219,0.219,정보보안 / OWASP,취약한 인증 (Broken Authentication),정보보안 이해와 활용,암호 기술,암호 기술,인증방식의 유,인증방식의 유,,"broken, owasp, 결함으로, 계정으로, 공격자가, 공격자는, 대응책이다, 로그아웃, 로그인하거나, 발생한다, 사용자의, 탈취하거나, 항목명은","OWASP Top 10 중, 사용자 인증 및 세션 관리의 결함으로 인해 공격자가 다른 사용자의 계정을 탈취하거나 권한을 획득할 수 있는 취약점 항목명은?"
PRE-04-085,IN_SCOPE,0.184,0.105,정보보안 / OWASP,인젝션 (Injection),데이터 이해와 활용,SQL & 데이터베이스 구축,관계 데이터베이스 언어의 종류,SQL의 변천 및 SQL의 특징,데이터베이스의 보안 위협 및 대응,02,"injection, ldap, nosql, owasp, preparedstatement, 가능하다, 공격자는, 나타나며, 대응책이다, 데이터가, 명령어나, 명령어에, 발생한다, 실행되는, 취약점으로, 취약점은, 포함되는, 포함되어","OWASP Top 10 항목 중, 신뢰할 수 없는 데이터가 명령어나 쿼리에 포함되어 실행되는 취약점으로 SQL 인젝션, OS 명령 인젝션 등이 포함되는 항목명은?"
PRE-04-086,IN_SCOPE,0.171,0.171,정보보안 / OWASP,민감 데이터 노출 (Sensitive Data Exposure),정보보안 이해와 활용,애플리케이션 & 시큐어 코딩,시큐어 코딩 주요기법,Android-JAVA 시큐어 코딩 주요기법,Android-JAVA 시큐어 코딩 주요기법,,"bcrypt, data, exposure, owasp, sensitive, sha-1, sha-256, 금융정보, 대응책이다, 발생한다, 사용하여, 신용카드, 알고리즘, 알고리즘을, 암호화와, 원인이다, 저장되거나, 항목명은","OWASP Top 10 항목 중, 민감한 데이터(신용카드 번호, 의료 정보 등)가 암호화 없이 전송·저장되거나 취약한 암호화 알고리즘을 사용하여 노출되는 취약점 항목명은?"
